,store,sido,gungo,store_address
865,대구읍내점,대구광역시,북구,"대구광역시 북구  칠곡중앙대로118길 14, 1층 102호(읍내동)"
866,대구율하점,대구광역시,동구,대구광역시 동구  율하동로 25길 2 (신기동)
867,대구용산점,대구광역시,달서구,대구광역시 달서구 용산동 용산로 186-7  1층
868,대구연경점,대구광역시,동구,대구광역시 동구 동화천로372 104호(지묘동)
869,대구신천점,대구광역시,동구,대구광역시 동구 신천3동 183-1번지
870,대구신암점,대구광역시,동구,"대구광역시 동구  동대구로 577,  303동 105호(신암동, 이안센트럴D)"
871,대구신매점,대구광역시,수성구,대구광역시 수성구  고산로4안길 33-14
872,대구수성점,대구광역시,수성구,대구광역시 수성구 수성로271
873,대구상인1호점,대구광역시,달서구,대구광역시 달서구  상인로100-1
874,대구산격점,대구광역시,북구,"대구광역시 북구  동북로131,상가 106동 101호(양우내안애 아파트)"
875,대구봉덕점,대구광역시,남구,대구광역시 남구  중앙대로22길 155
876,대구복현점,대구광역시,북구,대구광역시 북구 복현동 249-8
877,대구범어4만촌3점,대구광역시,수성구,대구광역시 수성구  범어로18길 56
878,대구방촌점,대구광역시,동구,대구광역시 동구  방촌동 1058 아람타운 101호
879,대구반야월점,대구광역시,동구,"대구광역시 동구  반야월북로 220 1층 101, 102호 (각산동)"
880,대구메트로점,대구광역시,수성구,대구광역시 수성구 만촌동 962-15
881,대구매호점,대구광역시,수성구,"대구광역시 수성구 달구벌대로637길 22-3 101동 1층 점포2호 (매호동, 매호리첸시아아파트)"
882,대구두류점,대구광역시,달서구,대구광역시 달서구  두류공원로 261-1 1층
883,대구동천점,대구광역시,북구,"대구광역시 북구  팔거천동로 34길 16, 1층"
884,대구대현점,대구광역시,북구,대구광역시 북구  대현로 106
885,대구대봉점,대구광역시,중구,"대구광역시 중구  대봉로 268, 1층"
886,대구대곡점,대구광역시,달서구,대구광역시 달서구 갈밭로50 103호(대곡동)
887,대구다사점,대구광역시,달성군,대구광역시 달성군 다사읍 대실역북로 78
888,대구구지점,대구광역시,달성군,"대구광역시 달성군  구지면 국가산단대로 68길 21, 1층 굽네치킨"
889,대구구암점,대구광역시,북구,"대구광역시 북구  구암로49길 13 , 1층"
890,대구교대점,대구광역시,남구,"대구광역시 남구  중앙대로 199, 1층"
891,대구관음점,대구광역시,북구,대구광역시 북구 관음동 600-2번지
892,대광점,경기도,연천군,경기도 연천군 신서면 도신리 290-20
893,당하점,인천광역시,서구,"인천광역시 서구 마전동 1054-6, 103호"
894,당진신평점,충청남도,당진시,충청남도 당진시  거산3거리길 70
895,당진송악점,충청남도,당진시,충청남도 당진시 송악읍 가학리 632-8 대림e-편한세상 상가 206호
896,당산2동점,서울특별시,영등포구,서울특별시 영등포구  국회대로29길 16
897,답십리1동점,서울특별시,동대문구,"서울특별시 동대문구  전농로 57, 1층"
898,담양점,전라남도,담양군,"전라남도 담양군 담양읍 미리산길 46 상가동 103호, 104호(담양백동엘에이치2단지)"
899,단계점,강원도,원주시,강원도 원주시  봉화로 48 1층
900,다산신도시1호점,경기도,남양주시,"경기도 남양주시  다산중앙로20번길 10-18,  102호(다산동)"
901,다산도농점,경기도,남양주시,"경기도 남양주시  도농로중촌2길 26-21, 1층(다산동)"
902,다대2동점,부산광역시,사하구,"부산광역시 사하구  다대로429번길 12,  상가동 119호(다대동, 삼환아파트)"
903,능곡점,경기도,고양시,경기도 고양시 덕양구  지도로 35번길 12-22
904,농소2호점,울산광역시,북구,울산광역시 북구  천곡길 191
905,논현고잔1호점,인천광역시,남동구,"인천광역시 남동구  논고개로136번길 12, 1층"
906,논현1동점,서울특별시,강남구,"서울특별시 강남구  학동로6길 3, 1층(논현동)"
907,녹번점,서울특별시,은평구,"서울특별시 은평구  서오릉로 6,  1층 102호(녹번동, 거장카운티)"
908,내포신도시1호점,충청남도,홍성군,"충청남도 홍성군 홍북면 상하천로 31, 117호"
909,내수점,충청북도,청주시,"충청북도 청주시 청원구 내수읍 청암로 37,104호"
910,내손포일점,경기도,의왕시,경기도 의왕시  봇들로 60 102호 굽네치킨 내손포일점 (포일동)	
911,내방농성점,광주광역시,서구,광주광역시 서구  월산로 257
912,내덕우암점,충청북도,청주시,충청북도 청주시 청원구  중앙로 191-2
913,내당중리점,대구광역시,서구,대구광역시 서구  평리로286
914,남지읍점,경상남도,창녕군,경상남도 창녕군 남지읍 663-26
915,남원점,전라북도,남원시,전라북도 남원시  옥정2길 13
916,남원2호점,전라북도,남원시,전라북도 남원시  충정로 320
917,남양주진접점,경기도,남양주시,경기도 남양주시 진접읍 장현로 131
918,남양주월산점,경기도,남양주시,"경기도 남양주시 화도읍 경춘로2290번길 3,상가1동102호"
919,남양주와부1호점,경기도,남양주시,"경기도 남양주시 와부읍 수레로 88, 105호 (강산빌딩)"
920,남양주오남점,경기도,남양주시,경기도 남양주시 오남읍 130번지 102호
921,남양주사능점,경기도,남양주시,경기도 남양주시 진건읍 진건오남로 105번길 15
922,남양가음점,경상남도,창원시,경상남도 창원시 성산구 가양로 108 1층 일부호 (남양동)
923,남산대신점,대구광역시,중구,대구광역시 중구 남산동 2267-20(중구 명덕로 91-1)
924,남가좌1호점,서울특별시,서대문구,서울특별시 서대문구  가재울로4길 57-2(남가좌동)
925,나주혁신도시점,전라남도,나주시,전라남도 나주시 상야3길 8 중흥S클래스 메가티움 2차 131호 (빛가람동)
926,나주남평점,전남,나주시,"전남 나주시 남평읍 강변1길 21-6, 102호"
927,나운2호점,전라북도,군산시,"전라북도 군산시  부곡1길 39, 상가동 1층 108호"
928,김해활천점,경상남도,김해시,경상남도 김해시 어방동 319-11
929,김해진영점,경상남도,김해시,경상남도 김해시 진영읍 장등로 30
930,김해주촌점,경상남도,김해시,"경상남도  김해시  주촌면  선천남로 123, 1층"
931,김해장유점,경상남도,김해시,경상남도 김해시 삼문로59번길 6
932,김해율하점,경상남도,김해시,"경상남도 김해시 율하3로 107 101, 102호(관동동)"
933,김해율하2지구점,경상남도,김해시,경상남도 김해시  율하7로 21
934,김해외동점,경상남도,김해시,경상남도 김해시 외동  1242-2 1층
935,김해삼방점,경상남도,김해시,경상남도 김해시  삼안로 169
936,김해삼계점,경상남도,김해시,경상남도 김해시 해반천로130번길 33 탑클라우드 1층 101호 (삼계동)
937,김해부원점,경상남도,김해시,경상남도 김해시  김해대로2371번길 8-25
938,김해동장유점,경상남도,김해시,경상남도 김해시  월산로111-43
939,김해내동점,경상남도,김해시,"경상남도 김해시 금관대로1265번길 2, 1층(내동)"
940,김해구산대성점,경상남도,김해시,경상남도 김해시  구산로42번길 5
941,김포풍무점,경기도,김포시,경기도 김포시 풍무동 425번지 102호
942,김포장기점,경기도,김포시,경기도 김포시 장기동 1636번지 고창마을 제일풍경채상가동 102호
943,김천혁신도시점,경북,김천시,"경북 김천시   혁신6로 63, 2동 108호"
944,김천1호점,경상북도,김천시,경상북도 김천시  신음새동네2길 31
945,김제점,전라북도,김제시,전라북도 김제시  요촌중길45 (요촌동 585-3)
946,길음1동점,서울특별시,성북구,"서울특별시 성북구  길음로 74, 2-107"
947,길동점,서울특별시,강동구,"서울특별시 강동구 천중로 208 1층 101호 (길동, 더힐스빌)"
948,금호1가응봉점,서울특별시,성동구,서울특별시 성동구 금호동1가 1801-2 1층
949,금촌점,경기도,파주시,경기도 파주시  새꽃로 96번지
950,금촌3동점,경기도,파주시,"경기도 파주시 아동동 경의로 1833, 1층일부"
951,금정점,경기도,군포시,경기도 군포시 오금로 145 1층 일부 (금정동)
952,금왕점,충청북도,음성군,"충청북도 음성군 금왕읍 탑골길 12, 제1동  103호"
953,금산읍점,충청남도,금산군,충청남도 금산군 금산읍 비단로 329
954,금당왕지점,전라남도,순천시,전라남도 순천시 해룡면 조례못등길 70
955,금광2동점,경기도,성남시,경기도 성남시 중원구  금빛로 61번길 11
956,귀인평안점,경기도,안양시,"경기도 안양시 동안구  귀인로190번길 61-3,  1층(평촌동 917-5)"
957,권선2동점,경기도,수원시,경기도 수원시 권선구 권선동 1259-8번지
958,군포당동점,경기도,군포시,경기도 군포시  고산로264번길 13
959,군자점,서울특별시,광진구,서울특별시 광진구  군자로 168
960,군산조촌점,전라북도,군산시,"전라북도 군산시  번영로 86 상가 101동 101호  (경장동, 오르빌아파트)"
961,군산나운점,전라북도,군산시,전라북도 군산시  대학로 316 1층
962,구의2동점,서울특별시,광진구,"서울특별시 광진구  자양로 287, 1층(구의동)"
963,구의1동점,서울특별시,광진구,"서울특별시 광진구  자양로 173, 1층"
964,구월점,인천광역시,남동구,인천광역시 남동구  독점로3번길 30-6
965,구영천상점,울산광역시,울주군,울산광역시 울주군 범서읍 구영리 802-22번지
966,구미확장단지점,경상북도,구미시,경상북도 구미시 산동읍 신당1로 3길 17-7  1동 1층 104호
967,구미형곡점,경상북도,구미시,경상북도 구미시  형곡동로 70
968,구미인동점,경상북도,구미시,경상북도 구미시  인동16길 24-4
969,구미송정원평점,경상북도,구미시,경상북도 구미시 신시로14길 50
970,구미상모사곡점,경상북도,구미시,"경상북도 구미시 상사동로 106,1층"
971,구미봉곡점,경상북도,구미시,"경상북도 구미시 봉곡동 봉곡남로9길 7, 1층 101호"
972,구미문성점,경상북도,구미시,"경상북도 구미시 고아읍 들성로 7길 19, 1층"
973,구미도량점,경상북도,구미시,경상북도 구미시 야은로 413
974,구리교문점,경기도,구리시,경기도 구리시 교문동 757-1번지
975,구룡포점,경상북도,포항시,경상북도 포항시 남구 구룡포읍 호미로 253-2
976,구로디지털점,서울특별시,구로구,서울특별시 구로구  디지털로27가길 5-1 1층(구로동)
977,구로5동점,서울특별시,구로구,서울특별시 구로구  구로중앙로28길 31
978,구래1호점,경기도,김포시,경기도 김포시  김포한강9로12번길 97-14
979,괴안범박점,경기도,부천시,경기도 부천시 소사구  은성로117번길 8 1층 (괴안동)
980,광탄점,경기도,파주시,경기도 파주시 광탄면 혜음로 1122 1층
981,광주효천점,광주광역시,남구,"광주광역시 남구  효우2로26번길 18,1층 108호"
982,광주화정점,광주광역시,서구,광주광역시 서구 화정동 827-20
983,광주학동점,광주광역시,동구,광주광역시 동구  의재로 54
984,광주하남점,광주광역시,광산구,"광주광역시 광산구  용아로379번길 10,  1층(하남동)"
985,광주풍암점,광주광역시,서구,"광주광역시 서구  풍암신암로 38, 1층(풍암동)"
986,광주태전점,경기도,광주시,"경기도 광주시  고불로 82, 103호(태전동)"
987,광주첨단점,광주광역시,광산구,광주광역시 광산구  월계로 92-1
988,광주진월점,광주광역시,남구,광주광역시 남구  금당로 12-1
989,광주중흥점,광주광역시,북구,광주광역시 북구  우치로 27번길 26
990,광주주월점,광주광역시,남구,광주광역시 남구  회서로 11번길 13
991,광주장지점,경기도,광주시,경기도 광주시  순암로 83
992,광주일곡점,광주광역시,북구,광주광역시 북구  일곡택지로 55
993,광주월산점,광주광역시,서구,광주광역시 서구  화정로 258-1(화정동)1층
994,광주운암점,광주광역시,북구,광주광역시 북구 서강로66번길 38 1층 (운암동)
995,광주운남점,광주광역시,광산구,광주광역시 광산구  임방울대로 142-14
996,광주용봉점,광주광역시,북구,광주광역시 북구 저불로 40 1층 (용봉동)
997,광주양산점,광주광역시,북구,"광주광역시  북구  양산택지로 89,  2층 201호(본촌동)"
998,광주수완점,광주광역시,광산구,"광주광역시 광산구  장신로 62, 104호(장덕동)"
999,광주송정점,경기도,광주시,경기도 광주시 송정동 110-8번지
1000,광주송정도산점,광주광역시,광산구,광주광역시 광산구 남동길 48번길 53
1001,광주선운점,광주광역시,광산구,광주광역시 광산구  동곡로 735 선운타워 113
1002,광주상무점,광주광역시,서구,광주광역시 서구  치평동 1168
1003,광주봉선점,광주광역시,남구,광주광역시 남구 봉선동 1011-6번지
1004,광주백운점,광주광역시,남구,"광주광역시 남구 백운로 29, 1층"
1005,광주문흥점,광주광역시,북구,"광주광역시 북구 천지인로 173번길 22, A-102(문흥동,광명상가)"
1006,광주두암점,광주광역시,북구,"광주광역시 북구  삼정로 71, 104호"
1007,광주동천동림점,광주광역시,서구,광주광역시 서구  동천로 8 (1층) 동천동
1008,광주금호점,광주광역시,서구,"광주광역시 서구   화개1로 31, 상가동 102호, 103호"
1009,광주계림금남로점,광주광역시,동구,"광주광역시 동구  제봉로 212번길 7, 1층(대인동 315-7)"
1010,광정점,경기도,군포시,경기도 군포시 산본동 산본로432번길 4
1011,광장점,서울특별시,광진구,서울특별시 광진구  아차산로 70길 75 광장현대아파트
1012,광양중마점,전라남도,광양시,"전라남도 광양시  공영로 10, 상가동 102호중 2호(중동, 금광1차아파트)"
1013,광양용강점,전라남도,광양시,"전라남도 광양시 광양읍 와룡길 33 , 상가동 105호"
1014,광양광영점,전라남도,광양시,전라남도 광양시  광영로 83
1015,"광안2,4동점",부산광역시,수영구,부산광역시 수영구 광안동 168-7번지
1016,"광명3,4동점",경기도,광명시,경기도 광명시 광명동 158-321
1017,광교도청점,경기도,수원시,"경기도 수원시 영통구  센트럴타운로 111,  104호(이의동, 광교스타힐스 오피스텔)"
1018,광교1호점,경기도,용인시,"경기도 용인시 수지구  광교마을로 41,  신대프라자 1층 102호"
1019,"관교,구월2호점",인천광역시,남동구,"인천광역시 남동구  인주대로 524,  가동 1층 일부호(구월동)"
1020,과천1호점,경기도,과천시,"경기도 과천시  별양로 12, 레미안슈르A상가 1011호"
1021,공주중동점,충청남도,공주시,"충청남도 공주시  가구점길 3, 1층"
1022,공주신관점,충청남도,공주시,"충청남도 공주시  흑수골길 48, 1층"
1023,공릉2동점,서울특별시,노원구,"서울특별시 노원구  노원로 62, 101호"
1024,"공릉1,3동점",서울특별시,노원구,서울특별시 노원구 공릉동 573-20
1025,공도2호점,경기도,안성시,경기도 안성시 공도읍 만정리 814-1
1026,공덕점,서울특별시,마포구,"서울특별시 마포구  만리재로 74,  삼성레미안 상가1동 111호"
1027,곤지암점,경기도,광주시,경기도 광주시 곤지암읍 평촌길 60
1028,곡성점,전라남도,곡성군,전라남도 곡성군 곡성읍 읍내리 250-8
1029,곡반정점,경기도,수원시,"경기도 수원시 권선구  동수원로146번길 98, 1층 101호"
1030,고흥읍점,전라남도,고흥군,전라남도 고흥군 고흥읍 봉황길 32-1
1031,고흥녹동점,전라남도,고흥군,전라남도 고흥군 도양읍 녹동남촌1길 24-1
1032,고한사북점,강원도,정선군,강원도 정선군 사북읍 중앙로 68번지
1033,고촌점,경기도,김포시,"경기도 김포시 고촌읍 장차로 46, 1층 102호(미렌빌)"
1034,고척2동점,서울특별시,구로구,"서울특별시 구로구  고척로 184,  1층(고척동)"
1035,고창점,전라북도,고창군,전라북도 고창군 고창읍 월곡공원1길 18
1036,고양화정2동점,경기도,고양시,경기도 고양시 덕양구 성신로 10 101(화정동)
1037,고성천진점,강원도,고성군,강원도  고성군  토성면  토성로 145
1038,고성간성점,강원도,고성군,강원도 고성군 간성읍 간성로 67
1039,고산2동점,대구광역시,수성구,"대구광역시 수성구  알파시티2로3길 54, 1층"
1040,고덕하늘채점,경기도,평택시,"경기도 평택시 고덕면 효덕새싹길 64, 1층"
1041,고덕국제점,경기도,평택시,"경기도 평택시 고덕면 고덕국제3길 22, 1층"
1042,"고덕1,2동점",서울특별시,강동구,서울특별시 강동구  상일로 161
1043,고강점,경기도,부천시,"경기도 부천시  원종로 106, 101호(고강동)"
1044,계산1동점,인천광역시,계양구,"인천광역시  계양구   계양대로 188, 1층 107호"
1045,계룡점,충청남도,계룡시,충청남도 계룡시  금암로 155-11
1046,경화태백점,경상남도,창원시,경상남도 창원시 진해구 중초로 37
1047,경주황성금장점,경상북도,경주시,경상북도 경주시  용담로116번길 7
1048,경주보문점, ,,
1049,경산하양점,경상북도,경산시,경상북도 경산시 하양읍 하양역길 18
1050,경산진량점,경상북도,경산시,경상북도 경산시 진량읍 낙산길22-1
1051,경북청송점,경상북도,청송군,경상북도 청송군 청송읍 중앙로 236
1052,경북청도점,경상북도,청도군,경상북도 청도군 청도읍 청화로 103
1053,경북의성점,경상북도,의성군,경상북도 의성군 의성읍 중앙길 59
1054,경북울진점,경상북도,울진군,경상북도 울진군 울진읍 울진중앙로 186-4
1055,경북영주점,경상북도,영주시,경상북도 영주시  구성로324 (하망동 549-5) 1층
1056,경북성주점,경상북도,성주군,경상북도 성주군 성주읍 성주순환로162
1057,경북석적점,경상북도,칠곡군,경상북도 칠곡군 석적읍 석적로 954
1058,경북상주점,경상북도,상주시,경상북도 상주시 삼백로 120(서문동 84-2)
1059,경북문경점,경상북도,문경시,경상북도 문경시  반쟁이3길9
1060,경북도청신도시점,경상북도,예천군,"경상북도 예천군 호명면 행복로 230, 상가 110호 (우방아이유쉘2차)"
1061,경복궁점,서울특별시,종로구,서울특별시 종로구  사직로114. 1층
1062,경남합천점,경상남도,합천군,경상남도 합천군 합천읍 합천리 충효로 4길 10
1063,경남함양점,경남,함양군,"경남 함양군 함양읍 교산길 2, 1층"
1064,경남하동점,경상남도,하동군,경상남도 하동군 하동읍 경서대로 106
1065,경남사천점,경상남도,사천시,경상남도 사천시 사천읍 사주리 90-15
1066,경남밀양점,경상남도,밀양시,경상남도 밀양시  밀양대로 1770-1 (삼문동)
1067,경남남해점,경상남도,남해군,경상남도 남해군 남해읍 화전로 78번길 11
1068,경남고성점,경상남도,고성군,경상남도 고성군 고성읍 중앙로15번길 8
1069,경기고양점,경기도,고양시,경기도 고양시 덕양구  읍내로 83-7
1070,검암지구점,인천광역시,서구,인천광역시 서구   승학로 587
1071,거창점,경상남도,거창군,경상남도 거창군 거창읍 공수들7길 20
1072,거제중곡점,경상남도,거제시,"경상남도 거제시  해명로4길 8, 엘리유리안2차 아파트 상가 106호"
1073,거제장평점,경상남도,거제시,경상남도 거제시  장평동 1198-2
1074,거제장승포점,경상남도,거제시,"경상남도 거제시  능포로4길 5, 107호"
1075,거제옥포점,경상남도,거제시,경상남도 거제시  옥포중앙로 87-1
1076,거제연초점,경상남도,거제시,경상남도 거제시  거제북로 48
1077,거제아주점,경상남도,거제시,경상남도 거제시  아주1로 112
1078,거제상문점,경상남도,거제시,경상남도 거제시  거제중앙로 1557
1079,거제사등점,경상남도,거제시,"경상남도 거제시 사등면 두동로 44, 1층"
1080,거제고현점,경상남도,거제시,경상남도 거제시  거제중앙로5길 28 -1
1081,거여역점,서울특별시,송파구,서울특별시 송파구 오금로 484
1082,거모점,경기도,시흥시,경기도 시흥시 도일로 143(거모동)
1083,개포4동점,서울특별시,강남구,"서울특별시 강남구 개포동 개포로20길 32, 1층"
1084,개포2동점,서울특별시,강남구,"서울특별시 강남구   선릉로12길 5, 102-나호"
1085,개운점,강원도,원주시,강원도 원주시  행구로 57
1086,개봉역점,서울특별시,구로구,"서울특별시 구로구  개봉로34-1,1층(개봉동)"
1087,"개금1,2동점",부산광역시,부산진구,부산광역시 부산진구  냉정로 188 1층 (개금동)
1088,강화점,인천광역시,강화군,인천광역시 강화군 강화읍 강화대로 199
1089,강저지구점,충청북도,제천시,충청북도 제천시 영천동 2209
1090,강일동점,서울특별시,강동구,"서울특별시 강동구 아리수로 419, 1층 106호(강일동, 강일리슈빌에스)"
1091,강원횡성점,강원도,횡성군,강원도 횡성군 횡성읍 북천리115-52
1092,강릉홍제내곡점,강원도,강릉시,강원도 강릉시  남산초교길 12번길 16
1093,강릉포남점,강원도,강릉시,강원도 강릉시  강릉대로 457번길 25
1094,강릉택지점,강원도,강릉시,강원도 강릉시 율곡초교길43번길 17 (교동)
1095,강릉유천점,강원도,강릉시,"강원도 강릉시  선수촌로 79-7, 101호(홍제동)"
1096,강릉성덕점,강원도,강릉시,강원도 강릉시 입암동 498-12
1097,강남세곡점,서울특별시,강남구,"서울특별시 강남구  밤고개로 227, 지상1층 105호,106호"
1098,감정점,경기도,김포시,"경기도 김포시  북변1로 36, 106호"
1099,감일지구점,경기도,하남시,"경기도 하남시  감일백제로 89,  1층 101호(감이동, 성준프라자)"
1100,갈현2동점,서울특별시,은평구,서울특별시 은평구 갈현2동 506-33번지
1101,갈매점,경기도,구리시,경기도 구리시 갈매동 538
1102,갈말점,강원도,철원군,강원도 철원군 갈말읍 명성로139번길 13-22
1103,간석점,인천광역시,남동구,인천광역시 남동구  경인로 602 1층 일부호 (간석동)
1104,가평점,경기도,가평군,경기도 가평군 가평읍 오리나무길 41-15
1105,가평글램핑점,경기도,가평군,경기도 가평군  가평읍  북한강변로 272-1
1106,가좌1호점,인천광역시,서구,인천광역시 서구 가좌동 7번지
1107,가정점,인천광역시,서구,"인천광역시 서구 염곡로498번안길 11-1, 1층 일부(가정동)"
1108,가양점,서울특별시,강서구,서울특별시 강서구 가양동 1479-3번지 1층 104호
1109,가산점,서울특별시,금천구,서울특별시 금천구 가산동 149-13
1110,가락본동점,서울특별시,송파구,서울특별시 송파구  송파대로30길 41-34
1111,가곡수동점,경기도,남양주시,경기도 남양주시 수동면 비룡로 716
